date,callsign,flight_number,icao_address,ac_type_icao,aircraft_role,tail_number,airline_icao,airline_iata,airline_name,departure_airport_icao,arrival_airport_icao,departure_airport_iata,arrival_airport_iata,departure_scheduled_time,arrival_scheduled_time,on_time_percentage,flight_duration,year,month,day,day_of_week,is_weekend,country_code_x,region_name_x,iata_x,icao_x,airport_x,departure_latitude,departure_longitude,country_code_y,region_name_y,iata_y,icao_y,airport_y,arrival_latitude,arrival_longitude
2023-04-10,RAM980E,AT980,20112,E190,PAX,CN-RGQ,RAM,AT,Royal Air Moroc,GMMN,LPPT,CMN,LIS,2022-11-01 10:00:00+00:00,2022-11-01 11:35:00+00:00,86.02770684803286,95.0,2023,4,10,0,False,MA,Casablanca-Settat,CMN,GMMN,Mohammed V International Airport,33.3675,-7.58997,PT,Lisboa,LIS,LPPT,Lisbon Portela Airport,38.7813,-9.13592
2022-11-01,TAP1935,TP1935,495290,A319,PAX,CS-TTP,TAP,TP,TAP Portugal,LPPR,LPPT,OPO,LIS,2022-11-01 14:00:00+00:00,2022-11-01 15:00:00+00:00,88.62826752604563,60.0,2022,11,1,1,False,PT,Porto,OPO,LPPR,Francisco de Sa Carneiro Airport,41.2481,-8.68139,PT,Lisboa,LIS,LPPT,Lisbon Portela Airport,38.7813,-9.13592
2022-11-01,TAP1935,TP1935,495290,A319,PAX,CS-TTP,TAP,TP,TAP Portugal,LPPR,LPPT,OPO,LIS,2022-11-01 14:00:00+00:00,2022-11-01 15:00:00+00:00,88.62826752604563,60.0,2022,11,1,1,False,PT,Porto,OPO,LPPR,Francisco Sá Carneiro Airport,41.2356,-8.67806,PT,Lisboa,LIS,LPPT,Lisbon Portela Airport,38.7813,-9.13592
2023-07-07,TAP1935,TP1935,495290,A319,PAX,CS-TTP,TAP,TP,TAP Portugal,LPPR,LPPT,OPO,LIS,2022-11-01 14:00:00+00:00,2022-11-01 15:00:00+00:00,84.82663178257371,60.0,2023,7,7,4,False,PT,Porto,OPO,LPPR,Francisco de Sa Carneiro Airport,41.2481,-8.68139,PT,Lisboa,LIS,LPPT,Lisbon Portela Airport,38.7813,-9.13592
2023-07-07,TAP1935,TP1935,495290,A319,PAX,CS-TTP,TAP,TP,TAP Portugal,LPPR,LPPT,OPO,LIS,2022-11-01 14:00:00+00:00,2022-11-01 15:00:00+00:00,84.82663178257371,60.0,2023,7,7,4,False,PT,Porto,OPO,LPPR,Francisco Sá Carneiro Airport,41.2356,-8.67806,PT,Lisboa,LIS,LPPT,Lisbon Portela Airport,38.7813,-9.13592
2022-11-01,ETH827,ET827,04000F,B737,PAX,ET-ALK,ETH,ET,Ethiopian Airlines,HAAB,HTDA,ADD,DAR,2022-11-01 21:10:00+00:00,2022-11-02 00:40:00+00:00,75.65498403962827,210.0,2022,11,1,1,False,ET,Addis Ababa,ADD,HAAB,Addis Ababa Bole International Airport,8.97778,38.7994,TZ,Dar es Salaam,DAR,HTDA,Julius Nyerere International Airport,-6.87811,39.2026
2022-11-01,ETH827,ET827,04000F,B737,PAX,ET-ALK,ETH,ET,Ethiopian Airlines,HAAB,HTDA,ADD,DAR,2022-11-01 21:10:00+00:00,2022-11-02 00:40:00+00:00,75.65498403962827,210.0,2022,11,1,1,False,ET,Adis Abeba,ADD,HAAB,Bole International Airport,8.97789,38.7993,TZ,Dar es Salaam,DAR,HTDA,Julius Nyerere International Airport,-6.87811,39.2026
2021-11-04,ETH827,ET827,04000F,B737,PAX,ET-ALK,ETH,ET,Ethiopian Airlines,HAAB,HTDA,ADD,DAR,2022-11-01 21:10:00+00:00,2022-11-02 00:40:00+00:00,93.62068716291893,210.0,2021,11,4,3,False,ET,Addis Ababa,ADD,HAAB,Addis Ababa Bole International Airport,8.97778,38.7994,TZ,Dar es Salaam,DAR,HTDA,Julius Nyerere International Airport,-6.87811,39.2026
2021-11-04,ETH827,ET827,04000F,B737,PAX,ET-ALK,ETH,ET,Ethiopian Airlines,HAAB,HTDA,ADD,DAR,2022-11-01 21:10:00+00:00,2022-11-02 00:40:00+00:00,93.62068716291893,210.0,2021,11,4,3,False,ET,Adis Abeba,ADD,HAAB,Bole International Airport,8.97789,38.7993,TZ,Dar es Salaam,DAR,HTDA,Julius Nyerere International Airport,-6.87811,39.2026
2022-11-01,ETH807,ET807,40086,B737,PAX,ET-ARD,ETH,ET,Ethiopian Airlines,HAAB,HRYR,ADD,KGL,2022-11-01 08:30:00+00:00,2022-11-01 11:00:00+00:00,97.75778394573258,150.0,2022,11,1,1,False,ET,Addis Ababa,ADD,HAAB,Addis Ababa Bole International Airport,8.97778,38.7994,RW,Ville de Kigali,KGL,HRYR,Kigali International Airport (Kanombe Airport),-1.96863,30.1395
2022-11-01,ETH807,ET807,40086,B737,PAX,ET-ARD,ETH,ET,Ethiopian Airlines,HAAB,HRYR,ADD,KGL,2022-11-01 08:30:00+00:00,2022-11-01 11:00:00+00:00,97.75778394573258,150.0,2022,11,1,1,False,ET,Adis Abeba,ADD,HAAB,Bole International Airport,8.97789,38.7993,RW,Ville de Kigali,KGL,HRYR,Kigali International Airport (Kanombe Airport),-1.96863,30.1395
2021-11-05,ETH807,ET807,40086,B737,PAX,ET-ARD,ETH,ET,Ethiopian Airlines,HAAB,HRYR,ADD,KGL,2022-11-01 08:30:00+00:00,2022-11-01 11:00:00+00:00,85.19839237002434,150.0,2021,11,5,4,False,ET,Addis Ababa,ADD,HAAB,Addis Ababa Bole International Airport,8.97778,38.7994,RW,Ville de Kigali,KGL,HRYR,Kigali International Airport (Kanombe Airport),-1.96863,30.1395
2021-11-05,ETH807,ET807,40086,B737,PAX,ET-ARD,ETH,ET,Ethiopian Airlines,HAAB,HRYR,ADD,KGL,2022-11-01 08:30:00+00:00,2022-11-01 11:00:00+00:00,85.19839237002434,150.0,2021,11,5,4,False,ET,Adis Abeba,ADD,HAAB,Bole International Airport,8.97789,38.7993,RW,Ville de Kigali,KGL,HRYR,Kigali International Airport (Kanombe Airport),-1.96863,30.1395
2022-11-01,ETH714,ET714,04018F,B789,PAX,ET-AXS,ETH,ET,Ethiopian Airlines,HAAB,ESSA,ADD,ARN,2022-11-01 20:40:00+00:00,2022-11-02 04:40:00+00:00,92.51129087220122,480.0,2022,11,1,1,False,ET,Addis Ababa,ADD,HAAB,Addis Ababa Bole International Airport,8.97778,38.7994,SE,Stockholms lan,ARN,ESSA,Stockholm Arlanda Airport,59.6519,17.9186
2022-11-01,ETH714,ET714,04018F,B789,PAX,ET-AXS,ETH,ET,Ethiopian Airlines,HAAB,ESSA,ADD,ARN,2022-11-01 20:40:00+00:00,2022-11-02 04:40:00+00:00,92.51129087220122,480.0,2022,11,1,1,False,ET,Adis Abeba,ADD,HAAB,Bole International Airport,8.97789,38.7993,SE,Stockholms lan,ARN,ESSA,Stockholm Arlanda Airport,59.6519,17.9186
2021-11-06,ETH714,ET714,04018F,B789,PAX,ET-AXS,ETH,ET,Ethiopian Airlines,HAAB,ESSA,ADD,ARN,2022-11-01 20:40:00+00:00,2022-11-02 04:40:00+00:00,90.85748784804733,480.0,2021,11,6,5,True,ET,Addis Ababa,ADD,HAAB,Addis Ababa Bole International Airport,8.97778,38.7994,SE,Stockholms lan,ARN,ESSA,Stockholm Arlanda Airport,59.6519,17.9186
2021-11-06,ETH714,ET714,04018F,B789,PAX,ET-AXS,ETH,ET,Ethiopian Airlines,HAAB,ESSA,ADD,ARN,2022-11-01 20:40:00+00:00,2022-11-02 04:40:00+00:00,90.85748784804733,480.0,2021,11,6,5,True,ET,Adis Abeba,ADD,HAAB,Bole International Airport,8.97789,38.7993,SE,Stockholms lan,ARN,ESSA,Stockholm Arlanda Airport,59.6519,17.9186
2022-11-01,ETH210,ET210,40150,DH8D,PAX,ET-AVH,ETH,ET,Ethiopian Airlines,HAAB,HAJJ,ADD,JIJ,2022-11-01 04:10:00+00:00,2022-11-01 05:30:00+00:00,87.44255388153212,80.0,2022,11,1,1,False,ET,Addis Ababa,ADD,HAAB,Addis Ababa Bole International Airport,8.97778,38.7994,ET,Sumale,JIJ,HAJJ,Wilwal International Airport,9.3325,42.9121
2022-11-01,ETH210,ET210,40150,DH8D,PAX,ET-AVH,ETH,ET,Ethiopian Airlines,HAAB,HAJJ,ADD,JIJ,2022-11-01 04:10:00+00:00,2022-11-01 05:30:00+00:00,87.44255388153212,80.0,2022,11,1,1,False,ET,Adis Abeba,ADD,HAAB,Bole International Airport,8.97789,38.7993,ET,Sumale,JIJ,HAJJ,Wilwal International Airport,9.3325,42.9121
2023-04-14,ETH210,ET210,40150,DH8D,PAX,ET-AVH,ETH,ET,Ethiopian Airlines,HAAB,HAJJ,ADD,JIJ,2022-11-01 04:10:00+00:00,2022-11-01 05:30:00+00:00,81.439551350444,80.0,2023,4,14,4,False,ET,Addis Ababa,ADD,HAAB,Addis Ababa Bole International Airport,8.97778,38.7994,ET,Sumale,JIJ,HAJJ,Wilwal International Airport,9.3325,42.9121
2023-04-14,ETH210,ET210,40150,DH8D,PAX,ET-AVH,ETH,ET,Ethiopian Airlines,HAAB,HAJJ,ADD,JIJ,2022-11-01 04:10:00+00:00,2022-11-01 05:30:00+00:00,81.439551350444,80.0,2023,4,14,4,False,ET,Adis Abeba,ADD,HAAB,Bole International Airport,8.97789,38.7993,ET,Sumale,JIJ,HAJJ,Wilwal International Airport,9.3325,42.9121
2022-11-01,ETH736,ET736,04004C,B788,PAX,ET-AOV,ETH,ET,Ethiopian Airlines,HAAB,LIMC,ADD,MXP,2022-11-01 21:15:00+00:00,2022-11-02 03:50:00+00:00,82.66313555391602,395.0,2022,11,1,1,False,ET,Addis Ababa,ADD,HAAB,Addis Ababa Bole International Airport,8.97778,38.7994,IT,Lombardia,MXP,LIMC,Milan-Malpensa Airport,45.6306,8.72811
2022-11-01,ETH736,ET736,04004C,B788,PAX,ET-AOV,ETH,ET,Ethiopian Airlines,HAAB,LIMC,ADD,MXP,2022-11-01 21:15:00+00:00,2022-11-02 03:50:00+00:00,82.66313555391602,395.0,2022,11,1,1,False,ET,Adis Abeba,ADD,HAAB,Bole International Airport,8.97789,38.7993,IT,Lombardia,MXP,LIMC,Milan-Malpensa Airport,45.6306,8.72811
2024-07-24,ETH736,ET736,04004C,B788,PAX,ET-AOV,ETH,ET,Ethiopian Airlines,HAAB,LIMC,ADD,MXP,2022-11-01 21:15:00+00:00,2022-11-02 03:50:00+00:00,88.59134705684261,395.0,2024,7,24,2,False,ET,Addis Ababa,ADD,HAAB,Addis Ababa Bole International Airport,8.97778,38.7994,IT,Lombardia,MXP,LIMC,Milan-Malpensa Airport,45.6306,8.72811
2024-07-24,ETH736,ET736,04004C,B788,PAX,ET-AOV,ETH,ET,Ethiopian Airlines,HAAB,LIMC,ADD,MXP,2022-11-01 21:15:00+00:00,2022-11-02 03:50:00+00:00,88.59134705684261,395.0,2024,7,24,2,False,ET,Adis Abeba,ADD,HAAB,Bole International Airport,8.97789,38.7993,IT,Lombardia,MXP,LIMC,Milan-Malpensa Airport,45.6306,8.72811
2022-11-01,FIN6Y,AY1751,461F36,A319,PAX,OH-LVI,FIN,AY,Finnair,EFHK,LIMC,HEL,MXP,2022-11-01 06:00:00+00:00,2022-11-01 09:15:00+00:00,97.75801325825554,195.0,2022,11,1,1,False,FI,Uusimaa,HEL,EFHK,Helsinki Airport (Helsinki-Vantaa Airport),60.3172,24.9633,IT,Lombardia,MXP,LIMC,Milan-Malpensa Airport,45.6306,8.72811
2022-01-02,FIN6Y,AY1751,461F36,A319,PAX,OH-LVI,FIN,AY,Finnair,EFHK,LIMC,HEL,MXP,2022-11-01 06:00:00+00:00,2022-11-01 09:15:00+00:00,78.3113730624058,195.0,2022,1,2,6,True,FI,Uusimaa,HEL,EFHK,Helsinki Airport (Helsinki-Vantaa Airport),60.3172,24.9633,IT,Lombardia,MXP,LIMC,Milan-Malpensa Airport,45.6306,8.72811
2022-11-01,RYR2LH,FR6824,4D2272,B738,PAX,9H-QDH,MAY,AL,Malta Airlines,EGCC,LIMC,MAN,MXP,2022-11-01 13:30:00+00:00,2022-11-01 15:40:00+00:00,86.70953532877756,130.0,2022,11,1,1,False,GB,England,MAN,EGCC,Manchester Airport,53.3537,-2.27495,IT,Lombardia,MXP,LIMC,Milan-Malpensa Airport,45.6306,8.72811
2023-07-29,RYR2LH,FR6824,4D2272,B738,PAX,9H-QDH,MAY,AL,Malta Airlines,EGCC,LIMC,MAN,MXP,2022-11-01 13:30:00+00:00,2022-11-01 15:40:00+00:00,77.12439019040691,130.0,2023,7,29,5,True,GB,England,MAN,EGCC,Manchester Airport,53.3537,-2.27495,IT,Lombardia,MXP,LIMC,Milan-Malpensa Airport,45.6306,8.72811
2022-11-01,KQA510,KQ510,04C14A,B738,PAX,5Y-CYD,KQA,KQ,Kenya Airways,HKJK,DGAA,NBO,ACC,2022-11-01 08:30:00+00:00,2022-11-01 14:10:00+00:00,95.42936327807709,340.0,2022,11,1,1,False,KE,Elgeyo/Marakwet,NBO,HKJK,Jomo Kenyatta International Airport,-1.31924,36.9278,GH,Greater Accra,ACC,DGAA,Kotoka International Airport,5.60519,-0.166786
2021-11-07,KQA510,KQ510,04C14A,B738,PAX,5Y-CYD,KQA,KQ,Kenya Airways,HKJK,DGAA,NBO,ACC,2022-11-01 08:30:00+00:00,2022-11-01 14:10:00+00:00,86.08805054354212,340.0,2021,11,7,6,True,KE,Elgeyo/Marakwet,NBO,HKJK,Jomo Kenyatta International Airport,-1.31924,36.9278,GH,Greater Accra,ACC,DGAA,Kotoka International Airport,5.60519,-0.166786
2022-11-01,QTR8776,QR8776,06A141,B77L,CAR,A7-BFH,QTR,QR,Qatar Airways,HKJK,EBLG,NBO,LGG,2022-10-31 22:40:00+00:00,2022-11-01 07:05:00+00:00,95.0137003359666,505.0,2022,11,1,1,False,KE,Elgeyo/Marakwet,NBO,HKJK,Jomo Kenyatta International Airport,-1.31924,36.9278,BE,Liege,LGG,EBLG,Liege Airport,50.6374,5.44322
2023-04-18,QTR8776,QR8776,06A141,B77L,CAR,A7-BFH,QTR,QR,Qatar Airways,HKJK,EBLG,NBO,LGG,2022-10-31 22:40:00+00:00,2022-11-01 07:05:00+00:00,81.64984738196246,505.0,2023,4,18,1,False,KE,Elgeyo/Marakwet,NBO,HKJK,Jomo Kenyatta International Airport,-1.31924,36.9278,BE,Liege,LGG,EBLG,Liege Airport,50.6374,5.44322
2022-11-01,QTR806,QR806,06A077,B77W,PAX,A7-BAJ,QTR,QR,Qatar Airways,OTHH,RJAA,DOH,NRT,2022-10-31 23:00:00+00:00,2022-11-01 08:55:00+00:00,82.97097816866058,595.0,2022,11,1,1,False,QA,Ad Dawhah,DOH,OTHH,Hamad International Airport,25.2731,51.6081,JP,Tokyo,NRT,RJAA,Narita International Airport,35.7653,140.386
2021-11-08,QTR806,QR806,06A077,B77W,PAX,A7-BAJ,QTR,QR,Qatar Airways,OTHH,RJAA,DOH,NRT,2022-10-31 23:00:00+00:00,2022-11-01 08:55:00+00:00,87.12732186026315,595.0,2021,11,8,0,False,QA,Ad Dawhah,DOH,OTHH,Hamad International Airport,25.2731,51.6081,JP,Tokyo,NRT,RJAA,Narita International Airport,35.7653,140.386
2022-11-01,JJA1102,7C1102,71C063,B738,PAX,HL8063,JJA,7C,Jeju Air,RKSI,RJAA,ICN,NRT,2022-11-01 23:10:00+00:00,2022-11-02 01:35:00+00:00,93.58352859543768,145.0,2022,11,1,1,False,KR,Gyeonggi-do,ICN,RKSI,Incheon International Airport,37.4633,126.44,JP,Tokyo,NRT,RJAA,Narita International Airport,35.7653,140.386
2023-08-18,JJA1102,7C1102,71C063,B738,PAX,HL8063,JJA,7C,Jeju Air,RKSI,RJAA,ICN,NRT,2022-11-01 23:10:00+00:00,2022-11-02 01:35:00+00:00,95.55240525256744,145.0,2023,8,18,4,False,KR,Gyeonggi-do,ICN,RKSI,Incheon International Airport,37.4633,126.44,JP,Tokyo,NRT,RJAA,Narita International Airport,35.7653,140.386
2022-11-01,ANA816,NH816,86EBB6,B789,PAX,JA886A,ANA,NH,All Nippon Airways,WMKK,RJAA,KUL,NRT,2022-11-01 00:00:00+00:00,2022-11-01 06:45:00+00:00,87.68464557178072,405.0,2022,11,1,1,False,MY,Selangor,KUL,WMKK,Kuala Lumpur International Airport,2.74558,101.71,JP,Tokyo,NRT,RJAA,Narita International Airport,35.7653,140.386
2023-11-18,ANA816,NH816,86EBB6,B789,PAX,JA886A,ANA,NH,All Nippon Airways,WMKK,RJAA,KUL,NRT,2022-11-01 00:00:00+00:00,2022-11-01 06:45:00+00:00,77.86846201283035,405.0,2023,11,18,5,True,MY,Selangor,KUL,WMKK,Kuala Lumpur International Airport,2.74558,101.71,JP,Tokyo,NRT,RJAA,Narita International Airport,35.7653,140.386
2022-11-01,TGW808,TR808,76BD49,B789,PAX,9V-OJI,TGW,TR,Scoot,WSSS,RJAA,SIN,NRT,2022-11-01 14:05:00+00:00,2022-11-01 21:00:00+00:00,79.01079597206177,415.0,2022,11,1,1,False,SG,Singapore,SIN,WSSS,Singapore Changi Airport,1.35019,103.994,JP,Tokyo,NRT,RJAA,Narita International Airport,35.7653,140.386
2022-11-01,AJX802,NQ802,86EFB0,B789,PAX,JA899A,ANA,NH,All Nippon Airways,WSSS,RJAA,SIN,NRT,2022-10-31 22:40:00+00:00,2022-11-01 05:35:00+00:00,84.2197390234622,415.0,2022,11,1,1,False,SG,Singapore,SIN,WSSS,Singapore Changi Airport,1.35019,103.994,JP,Tokyo,NRT,RJAA,Narita International Airport,35.7653,140.386
2023-09-04,TGW808,TR808,76BD49,B789,PAX,9V-OJI,TGW,TR,Scoot,WSSS,RJAA,SIN,NRT,2022-11-01 14:05:00+00:00,2022-11-01 21:00:00+00:00,96.4441672822166,415.0,2023,9,4,0,False,SG,Singapore,SIN,WSSS,Singapore Changi Airport,1.35019,103.994,JP,Tokyo,NRT,RJAA,Narita International Airport,35.7653,140.386
2023-11-19,AJX802,NQ802,86EFB0,B789,PAX,JA899A,ANA,NH,All Nippon Airways,WSSS,RJAA,SIN,NRT,2022-10-31 22:40:00+00:00,2022-11-01 05:35:00+00:00,82.63496653396365,415.0,2023,11,19,6,True,SG,Singapore,SIN,WSSS,Singapore Changi Airport,1.35019,103.994,JP,Tokyo,NRT,RJAA,Narita International Airport,35.7653,140.386
2022-11-01,CES275,MU275,781652,B789,PAX,B-209N,CES,MU,China Eastern Airlines,ZPPP,RJAA,KMG,NRT,2022-11-01 00:05:00+00:00,2022-11-01 05:10:00+00:00,89.13341829003727,305.0,2022,11,1,1,False,CN,Yunnan,KMG,ZPPP,Kunming Changshui International Airport,25.1019,102.929,JP,Tokyo,NRT,RJAA,Narita International Airport,35.7653,140.386
2022-04-24,CES275,MU275,781652,B789,PAX,B-209N,CES,MU,China Eastern Airlines,ZPPP,RJAA,KMG,NRT,2022-11-01 00:05:00+00:00,2022-11-01 05:10:00+00:00,93.35075314654546,305.0,2022,4,24,6,True,CN,Yunnan,KMG,ZPPP,Kunming Changshui International Airport,25.1019,102.929,JP,Tokyo,NRT,RJAA,Narita International Airport,35.7653,140.386
2022-11-01,TGW898,TR898,76BCC7,B788,PAX,9V-OFG,TGW,TR,Scoot,RCTP,RJAA,TPE,NRT,2022-10-31 22:40:00+00:00,2022-11-01 01:45:00+00:00,74.4272867897798,185.0,2022,11,1,1,False,TW,Taoyuan,TPE,RCTP,Taiwan Taoyuan International Airport,25.0777,121.233,JP,Tokyo,NRT,RJAA,Narita International Airport,35.7653,140.386
2023-09-03,TGW898,TR898,76BCC7,B788,PAX,9V-OFG,TGW,TR,Scoot,RCTP,RJAA,TPE,NRT,2022-10-31 22:40:00+00:00,2022-11-01 01:45:00+00:00,78.8411499398893,185.0,2023,9,3,6,True,TW,Taoyuan,TPE,RCTP,Taiwan Taoyuan International Airport,25.0777,121.233,JP,Tokyo,NRT,RJAA,Narita International Airport,35.7653,140.386
2022-11-01,HAL821,HA821,A47D69,A332,PAX,N389HA,HAL,HA,Hawaiian Airlines,PHNL,RJAA,HNL,NRT,2022-10-31 22:30:00+00:00,2022-11-01 07:00:00+00:00,76.36556946681787,510.0,2022,11,1,1,False,US,Hawaii,HNL,PHNL,Daniel K. Inouye International Airport,21.3206,-157.924,JP,Tokyo,NRT,RJAA,Narita International Airport,35.7653,140.386
2022-09-22,HAL821,HA821,A47D69,A332,PAX,N389HA,HAL,HA,Hawaiian Airlines,PHNL,RJAA,HNL,NRT,2022-10-31 22:30:00+00:00,2022-11-01 07:00:00+00:00,87.32271360142923,510.0,2022,9,22,3,False,US,Hawaii,HNL,PHNL,Daniel K. Inouye International Airport,21.3206,-157.924,JP,Tokyo,NRT,RJAA,Narita International Airport,35.7653,140.386
2022-11-01,QTR265,QR265,06A088,A320,PAX,A7-AHB,QTR,QR,Qatar Airways,OTHH,LCLK,DOH,LCA,2022-11-01 04:40:00+00:00,2022-11-01 09:00:00+00:00,83.68074877944272,260.0,2022,11,1,1,False,QA,Ad Dawhah,DOH,OTHH,Hamad International Airport,25.2731,51.6081,CY,Larnaka,LCA,LCLK,Larnaca International Airport,34.8751,33.6249
2021-11-09,QTR265,QR265,06A088,A320,PAX,A7-AHB,QTR,QR,Qatar Airways,OTHH,LCLK,DOH,LCA,2022-11-01 04:40:00+00:00,2022-11-01 09:00:00+00:00,88.34596311858067,260.0,2021,11,9,1,False,QA,Ad Dawhah,DOH,OTHH,Hamad International Airport,25.2731,51.6081,CY,Larnaka,LCA,LCLK,Larnaca International Airport,34.8751,33.6249
2022-11-01,AEE546,A3546,46B8A5,A20N,PAX,SX-NEE,AEE,A3,Aegean Airlines,LGTS,LCLK,SKG,LCA,2022-11-01 13:30:00+00:00,2022-11-01 15:20:00+00:00,75.42763968899301,110.0,2022,11,1,1,False,GR,Kentriki Makedonia,SKG,LGTS,Thessaloniki Airport,40.5197,22.9709,CY,Larnaka,LCA,LCLK,Larnaca International Airport,34.8751,33.6249
2022-01-06,AEE546,A3546,46B8A5,A20N,PAX,SX-NEE,AEE,A3,Aegean Airlines,LGTS,LCLK,SKG,LCA,2022-11-01 13:30:00+00:00,2022-11-01 15:20:00+00:00,97.99529928647956,110.0,2022,1,6,3,False,GR,Kentriki Makedonia,SKG,LGTS,Thessaloniki Airport,40.5197,22.9709,CY,Larnaka,LCA,LCLK,Larnaca International Airport,34.8751,33.6249
2022-11-01,QTR1463,QR1463,06A08D,A320,PAX,A7-AHD,QTR,QR,Qatar Airways,OTHH,HCMM,DOH,MGQ,2022-11-01 05:30:00+00:00,2022-11-01 10:10:00+00:00,80.40236571124734,280.0,2022,11,1,1,False,QA,Ad Dawhah,DOH,OTHH,Hamad International Airport,25.2731,51.6081,SO,Banaadir,MGQ,HCMM,Aden Adde International Airport,2.01444,45.3047
2021-11-10,QTR1463,QR1463,06A08D,A320,PAX,A7-AHD,QTR,QR,Qatar Airways,OTHH,HCMM,DOH,MGQ,2022-11-01 05:30:00+00:00,2022-11-01 10:10:00+00:00,78.34438083866158,280.0,2021,11,10,2,False,QA,Ad Dawhah,DOH,OTHH,Hamad International Airport,25.2731,51.6081,SO,Banaadir,MGQ,HCMM,Aden Adde International Airport,2.01444,45.3047
2022-11-01,QTR958,QR958,06A0A5,B788,PAX,A7-BCA,QTR,QR,Qatar Airways,OTHH,WIII,DOH,CGK,2022-11-01 15:40:00+00:00,2022-11-02 00:15:00+00:00,70.1613336926047,515.0,2022,11,1,1,False,QA,Ad Dawhah,DOH,OTHH,Hamad International Airport,25.2731,51.6081,ID,Banten,CGK,WIII,Soekarno–Hatta International Airport,-6.12556,106.656
2021-11-11,QTR958,QR958,06A0A5,B788,PAX,A7-BCA,QTR,QR,Qatar Airways,OTHH,WIII,DOH,CGK,2022-11-01 15:40:00+00:00,2022-11-02 00:15:00+00:00,78.4133256022046,515.0,2021,11,11,3,False,QA,Ad Dawhah,DOH,OTHH,Hamad International Airport,25.2731,51.6081,ID,Banten,CGK,WIII,Soekarno–Hatta International Airport,-6.12556,106.656
2022-11-01,CPA797,CX797,789233,A359,PAX,B-LQA,CPA,CX,Cathay Pacific Airways,VHHH,WIII,HKG,CGK,2022-11-01 11:05:00+00:00,2022-11-01 15:55:00+00:00,81.57212835520113,290.0,2022,11,1,1,False,HK,Hong Kong,HKG,VHHH,Hong Kong International Airport (Chek Lap Kok Airport),22.3089,113.915,ID,Banten,CGK,WIII,Soekarno–Hatta International Airport,-6.12556,106.656
2022-04-28,CPA797,CX797,789233,A359,PAX,B-LQA,CPA,CX,Cathay Pacific Airways,VHHH,WIII,HKG,CGK,2022-11-01 11:05:00+00:00,2022-11-01 15:55:00+00:00,99.85803948167384,290.0,2022,4,28,3,False,HK,Hong Kong,HKG,VHHH,Hong Kong International Airport (Chek Lap Kok Airport),22.3089,113.915,ID,Banten,CGK,WIII,Soekarno–Hatta International Airport,-6.12556,106.656
2022-11-01,LNI657,JT657,8A026A,B739,PAX,PK-LHQ,LNI,JT,Lion Air ,WADL,WIII,LOP,CGK,2022-11-01 01:40:00+00:00,2022-11-01 03:35:00+00:00,97.2884792036695,115.0,2022,11,1,1,False,ID,Nusa Tenggara Barat,LOP,WADL,Lombok International Airport,-8.75732,116.277,ID,Banten,CGK,WIII,Soekarno–Hatta International Airport,-6.12556,106.656
2022-07-15,LNI657,JT657,8A026A,B739,PAX,PK-LHQ,LNI,JT,Lion Air ,WADL,WIII,LOP,CGK,2022-11-01 01:40:00+00:00,2022-11-01 03:35:00+00:00,84.78595149915803,115.0,2022,7,15,4,False,ID,Nusa Tenggara Barat,LOP,WADL,Lombok International Airport,-8.75732,116.277,ID,Banten,CGK,WIII,Soekarno–Hatta International Airport,-6.12556,106.656
2022-11-01,LNI693,JT693,8A0487,B738,PAX,PK-LOR,LNI,JT,Lion Air ,WARR,WIII,SUB,CGK,2022-11-01 01:20:00+00:00,2022-11-01 02:50:00+00:00,92.07072949085345,90.0,2022,11,1,1,False,ID,Jawa Timur,SUB,WARR,Juanda International Airport,-7.37983,112.787,ID,Banten,CGK,WIII,Soekarno–Hatta International Airport,-6.12556,106.656
2022-07-18,LNI693,JT693,8A0487,B738,PAX,PK-LOR,LNI,JT,Lion Air ,WARR,WIII,SUB,CGK,2022-11-01 01:20:00+00:00,2022-11-01 02:50:00+00:00,76.21921545968851,90.0,2022,7,18,0,False,ID,Jawa Timur,SUB,WARR,Juanda International Airport,-7.37983,112.787,ID,Banten,CGK,WIII,Soekarno–Hatta International Airport,-6.12556,106.656
2022-11-01,BTK6831,ID6831,8A04E4,B738,PAX,PK-LBW,BTK,ID,Batik Air,WIMM,WIII,KNO,CGK,2022-11-01 09:00:00+00:00,2022-11-01 11:20:00+00:00,77.83007629280144,140.0,2022,11,1,1,False,ID,Sulawesi Utara,KNO,WIMM,Kualanamu International Airport,3.64222,98.8853,ID,Banten,CGK,WIII,Soekarno–Hatta International Airport,-6.12556,106.656
2022-07-19,BTK6831,ID6831,8A04E4,B738,PAX,PK-LBW,BTK,ID,Batik Air,WIMM,WIII,KNO,CGK,2022-11-01 09:00:00+00:00,2022-11-01 11:20:00+00:00,75.87479755115706,140.0,2022,7,19,1,False,ID,Sulawesi Utara,KNO,WIMM,Kualanamu International Airport,3.64222,98.8853,ID,Banten,CGK,WIII,Soekarno–Hatta International Airport,-6.12556,106.656
2022-11-01,CTV341,QG341,8A03AE,A320,PAX,PK-GLT,CTV,QG,Citilink,WAAA,WIII,UPG,CGK,2022-11-01 22:00:00+00:00,2022-11-02 00:15:00+00:00,98.31490241988922,135.0,2022,11,1,1,False,ID,Sulawesi Selatan,UPG,WAAA,Sultan Hasanuddin International Airport,-5.06163,119.554,ID,Banten,CGK,WIII,Soekarno–Hatta International Airport,-6.12556,106.656
